Leap Product,Plan,NAICS Code,Primary Classification,Current Number of Licenses,Current Monthly Cost Per License,Current Total Monthly Cost,Billing State/Province,Current MRR
JobProgress,Partner 65,not found,Contractors - Roofing,7,60.5,423.5,Georgia,423.5
JobProgress,Partner 65,not found,Contractors - Roofing,7,60.5,448.5,NE,448.5
JobProgress,Partner 65,not found,,6,65,390,Texas,390
JobProgress,Partner 65,not found,"Utilities - Gas, Water & Electric",7,60.5,423.5,NY,423.5
JobProgress,Partner 65,not found,,7,65,455,NC,455
JobProgress,Partner 65,not found,Contractors - Building,6,60.5,388,KY,388
Leap,SalesPro Team 2023,not found,Contractors - Siding,3,99,297,WA,297
JobProgress,Partner 65,not found,Contractors - Painting,5,60.5,302.5,NE,302.5
JobProgress,Partner 65,not found,Contractors - Building,7,65,455,CA,455
JobProgress,Partner 65,not found,Contractors - Roofing,7,55,385,AB,385
JobProgress,Partner 65,not found,,7,65,455,UT,455
Leap,Premium 2021,not found,Construction Supplies & Services,4,99,396,VA,396
Leap,Premium 2021,238170,Contractors - Siding,3,99,297,CO,297
JobProgress,Partner 65,not found,Contractors - Building,7,60.5,423.5,SD,423.5
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,TX,363
Leap,Premium 2021,236118,,3,99,297,MD,297
JobProgress,Partner 65,not found,Contractors - Roofing,2,55,110,PA,110
JobProgress,Partner 65,not found,Contractors - Roofing,7,60.5,423.5,TN,423.5
JobProgress,Partner 65,not found,Contractors - Deck & Patio,6,60.5,363,OR,363
JobProgress,Partner 65,not found,,7,65,455,TN,455
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,TX,363
JobProgress,Partner 65,not found,Glass Products & Services,6,60.5,363,WA,363
JobProgress,Partner 65,not found,Swimming Pool Construction,6,60.5,363,FL,363
JobProgress,Partner 65,not found,Contractors - Roofing,7,55,385,Texas,385
JobProgress,Partner 65,not found,,7,49.5,346.5,GA,346.5
JobProgress,Partner 65,not found,Fire & Water - Damage & Restoration,6,60.5,363,FL,363
JobProgress,Partner 65,not found,,7,65,455,MI,455
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,NH,363
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,AB,363
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,SC,363
JobProgress,Partner 65,238170,Glass Products & Services,6,60.5,363,VA,363
JobProgress,Partner 65,not found,Contractors - Building,7,60.5,423.5,MN,423.5
Leap,Enterprise 2021,not found,,2,125,250,MT,250
Both,Partner 65,not found,Contractors - Roofing,6,60.5,363,PA,633
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,413,NE,413
JobProgress,Partner 65,not found,Contractors - Roofing,7,60.5,423.5,WA,423.5
JobProgress,Leap Team 2023,238160,,7,79,553,FL,553
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,OK,363
Leap,Enterprise 2021,not found,Contractors - Building,3,99,297,VA,297
JobProgress,Partner 65,not found,Contractors - Building,6,60.5,363,IN,363
JobProgress,Partner 65,not found,Contractors - Building,11,60.5,665.5,CO,665.5
JobProgress,Partner 65,not found,,9,65,585,AL,585
Leap,Enterprise 2021,not found,,2,125,250,New York,250
JobProgress,Partner 65,not found,Contractors - Deck & Patio,8,60.5,484,KS,484
Both,Premium 2021,not found,Contractors - Roofing,1,90,90,MN,271.5
Both,Leap Team 2023,not found,Contractors - Building,7,71,497,OH,947
JobProgress,Partner 65,not found,Contractors - Roofing,7,60.5,423.5,CO,423.5
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,MD,363
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,352.5,NJ,352.5
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,GA,363
Leap,SalesPro Team 2023,not found,,5,99,495,AZ,495
JobProgress,Partner 65,not found,Contractors - Building,5,55,275,GA,275
JobProgress,Leap Team 2023,not found,,10,64,665,OH,665
JobProgress,Partner 65,not found,Contractors - Roofing,3,60.5,306.5,PA,306.5
JobProgress,Partner 65,not found,Carpet & Flooring,5,65,325,FL,325
JobProgress,Partner 65,238160,Contractors - Roofing,5,60.5,302.5,TX,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,TX,363
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,ON,363
Leap,Premium 2021,not found,Home Improvement & Remodeling Services,2,99,198,AR,198
Leap,Premium 2021,not found,,4,99,396,IN,396
JobProgress,Partner 65,238160,Contractors - Roofing,6,60.5,363,CA,363
JobProgress,Partner 65,not found,Petroleum Services & Equipment,6,60.5,363,TX,363
JobProgress,Partner 65,not found,Cleaning Services & Supplies,6,60.5,363,NH,363
JobProgress,Partner 65,not found,Contractors - Building,5,65,425,MI,425
JobProgress,Partner 65,not found,Carpet & Flooring,6,60.5,388,OK,388
Leap,Premium 2021,not found,Contractors - Roofing,1,99,99,VA,99
Leap,Leap Team 2023,not found,,5,99,495,NY,495
JobProgress,Partner 65,not found,Contractors - Roofing,7,55,385,GA,385
Leap,SalesPro Team 2023,not found,,8,90,720,MD,720
Leap,Premium 2021,not found,Contractors - Building,3,99,297,LA,297
JobProgress,Partner 65,not found,Consultants - Environment,7,60.5,423.5,FL,423.5
JobProgress,Partner 65,238160,Contractors - Roofing,4,60.5,242,TX,242
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,388,NJ,388
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,NC,363
JobProgress,Partner 65,not found,,7,65,455,GA,455
JobProgress,Partner 65,not found,,5,65,325,TX,325
JobProgress,Partner 65,not found,Contractors - Building,4,66,339,OH,339
JobProgress,Partner 65,not found,Contractors - Roofing,6,65,390,NY,390
Leap,Premium 2021,not found,,1,99,99,FL,99
JobProgress,Partner 65,not found,Contractors - Painting,6,60.5,363,MB,363
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,OH,363
JobProgress,Partner 65,not found,Contractors - Building,14,35,490,PA,490
JobProgress,Partner 65,238160,Contractors - Roofing,6,60.5,363,FL,363
Leap,SalesPro Enterprise 2023,not found,,2,129,258,CO,258
Leap,SalesPro Enterprise 2023,423310,,2,129,258,NY,258
JobProgress,Partner 65,not found,Fire & Water - Damage & Restoration,7,65,455,TX,455
JobProgress,Partner 65,not found,Contractors - Roofing,6,55,330,FL,330
JobProgress,Partner 65,not found,Lighting Fixtures,5,60.5,302.5,CA,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,7,60.5,423.5,TN,423.5
Leap,SalesPro Team 2023,238160,,5,94,470,FL,470
Leap,Premium 2021,not found,Tree Service,1,99,99,NY,99
JobProgress,Partner 65,not found,,4,65,260,CA,260
Both,SalesPro Team 2023,not found,,4,99,396,TX,870
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,TX,363
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,352.5,NC,352.5
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,NC,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,6,71.5,429,GA,429
JobProgress,Partner 65,238160,Contractors - Roofing,7,60.5,423.5,UT,423.5
Leap,Premium 2021,not found,,5,99,495,GA,495
JobProgress,Partner 65,not found,Cleaning Services & Supplies,5,60.5,302.5,NJ,302.5
JobProgress,Partner 65,not found,Contractors - Building,5,60.5,302.5,CO,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,CT,363
JobProgress,Partner 65,not found,Contractors - Roofing,6,55,330,MA,330
JobProgress,Partner 65,238160,Contractors - Roofing,6,55,330,CA,330
Leap,SalesPro Team 2023,not found,,8,99,792,CO,792
JobProgress,Leap Team 2023b,not found,,3,99,249,NY,249
Both,Partner 65,not found,Contractors - Roofing,6,55,330,WA,717
JobProgress,Partner 65,not found,Contractors - Roofing,2,60.5,121,NC,121
Leap,SalesPro Team 2023,not found,,8,99,792,VA,792
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,GA,302.5
Leap,SalesPro Enterprise 2023,238160,Contractors - Roofing,40,80,3200,FL,3200
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,IN,363
JobProgress,Partner 65,not found,,2,79,158,CA,158
JobProgress,Partner 65,not found,Fire & Water - Damage & Restoration,6,60.5,363,LA,363
JobProgress,Partner 65,not found,,6,49.5,297,GA,297
Leap,Premium 2021,not found,Contractors - Building,1,99,99,RI,99
JobProgress,Leap Team 2023,not found,,6,79,474,Texas,474
Leap,Premium 2021,238170,Glass Products & Services,3,99,297,TX,297
Both,SalesPro Team 2023,not found,,6,89,534,MA,924
JobProgress,Partner 65,not found,Contractors - Roofing,9,55,495,LA,495
JobProgress,Partner 65,not found,,6,65,390,TX,390
Leap,Premium 2021,not found,,4,99,396,KY,396
Leap,Premium 2021,423310,,4,99,396,FL,396
JobProgress,Partner 65,not found,Contractors - Roofing,7,55,385,KY,385
JobProgress,Partner 65,not found,Fire & Water - Damage & Restoration,1,65,65,VA,65
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,WV,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,7,60.5,423.5,NJ,423.5
JobProgress,Partner 65,not found,,6,65,390,FL,390
JobProgress,Partner 65,not found,Home Improvement & Remodeling Services,5,60.5,302.5,PA,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,6,65,390,TX,390
JobProgress,Leap Team 2023,not found,,6,74,444,FL,444
JobProgress,Leap Team 2023,not found,,6,74,444,IN,444
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,NC,302.5
JobProgress,Partner 65,not found,Contractors - Building,6,60.5,363,AL,363
JobProgress,Partner 65,not found,Glass Products & Services,6,65,390,IA,390
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,VA,302.5
JobProgress,Leap Team 2023,not found,Contractors - Insulation,9,64,601,CA,601
Leap,Premium 2021,not found,Contractors - Roofing,2,99,198,MD,198
Both,Leap Team 2023,not found,,12,64,768,IL,1232.4
JobProgress,Partner 65,not found,Contractors - Roofing,8,60.5,484,MD,484
JobProgress,Partner 65,not found,Contractors - Roofing,8,65,520,WI,520
JobProgress,Partner 65,not found,Contractors - Roofing,7,60.5,473.5,MO,473.5
JobProgress,Partner 65,not found,,10,27.5,275,TX,275
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,GA,302.5
JobProgress,Partner 65,not found,Contractors - Insulation,6,60.5,388,MN,388
JobProgress,Partner 65,not found,Landscaping Services & Supplies,9,60.5,544.5,CA,544.5
JobProgress,Partner 65,not found,Fire & Water - Damage & Restoration,5,55,300,TX,300
Both,Partner 65,not found,Contractors - Building,11,55,605,MD,704
Both,Partner 65,not found,,6,65,390,Iowa,687
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,MN,363
JobProgress,Partner 65,not found,Landscaping Services & Supplies,6,60.5,363,NJ,363
JobProgress,Leap Team 2023,not found,Contractors - Roofing,7,79,553,AL,553
JobProgress,Partner 65,not found,Construction Supplies & Services,5,60.5,352.5,OH,352.5
JobProgress,Partner 65,238160,,5,65,325,North Carolina,325
JobProgress,Partner 65,not found,Contractors - Roofing,6,50,300,FL,300
JobProgress,Partner 65,not found,Swimming Pool Construction,6,60.5,363,FL,363
JobProgress,Partner 65,not found,,5,65,325,Georgia,325
JobProgress,Partner 65,not found,Swimming Pool Construction,6,60.5,363,MO,363
Leap,Premium 2021,not found,Contractors - Building,3,99,297,FL,297
Leap,Premium 2021,not found,,5,99,495,FL,495
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,TX,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,NJ,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,NS,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,AL,302.5
JobProgress,Partner 65,238160,Contractors - Roofing,5,60.5,302.5,FL,302.5
JobProgress,Partner 65,not found,Contractors - Building,5,60.5,302.5,VA,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,SC,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,IL,302.5
JobProgress,Partner 65,not found,Swimming Pool Construction,5,60.5,302.5,CA,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,OH,363
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,OH,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,FL,302.5
JobProgress,Partner 65,not found,Construction Supplies & Services,5,60.5,302.5,FL,302.5
JobProgress,Partner 65,not found,Contractors - Building,5,60.5,302.5,AZ,302.5
JobProgress,Partner 65,not found,Fences,5,60.5,302.5,CT,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,CA,302.5
JobProgress,Partner 65,not found,,6,65,390,South Carolina,390
JobProgress,Partner 65,238160,Contractors - Roofing,5,60.5,302.5,GA,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,8,60.5,484,TX,484
JobProgress,Partner 65,not found,Contractors - Roofing,5,65,325,OK,325
Both,SalesPro Team 2023,not found,Contractors - Roofing,5,99,495,Florida,1364
JobProgress,Partner 65,not found,Contractors - Building,4,60.5,242,MD,242
JobProgress,Partner 65,not found,,5,65,325,NE,325
Leap,SalesPro Team 2023,not found,Furniture,5,129,645,FL,645
JobProgress,Partner 65,not found,Contractors - Roofing,6,49.5,297,CA,297
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,OH,302.5
JobProgress,Partner 65,not found,Home Improvement & Remodeling Services,6,55,330,MI,330
JobProgress,Partner 65,not found,Home Improvement & Remodeling Services,5,60.5,302.5,CA,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,5,66,330,NJ,330
JobProgress,Partner 65,not found,Glass Products & Services,5,60.5,302.5,MD,302.5
JobProgress,Partner 65,not found,Fire & Water - Damage & Restoration,5,65,325,TX,325
Leap,Premium 2021,not found,Financial Planning & Investments,1,99,99,IN,99
JobProgress,Leap Team 2023,not found,,9,64,576,VA,576
Leap,Premium 2021,not found,Contractors - Building,2,99,198,KS,198
Leap,Enterprise 2021,238160,Contractors - Roofing,1,125,125,CA,125
Leap,Premium 2021,not found,Contractors - Roofing,1,99,99,FL,99
JobProgress,Leap Team 2023,not found,,5,79,395,SK,395
JobProgress,Partner 65,238160,Contractors - Roofing,6,55,330,VA,330
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,FL,302.5
JobProgress,Partner 65,238160,Contractors - Roofing,4,65,260,FL,260
JobProgress,Partner 65,not found,Fire & Water - Damage & Restoration,4,65,260,FL,260
JobProgress,Partner 65,not found,Contractors - Roofing,6,60.5,363,NC,363
JobProgress,Partner 65,not found,Contractors - Building,6,55,355,DE,355
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,FL,302.5
JobProgress,Partner 65,not found,,4,65,260,Connecticut,260
JobProgress,Partner 65,not found,Contractors - Building,6,60.5,363,WA,363
JobProgress,Partner 65,not found,Contractors - Roofing,4,66,264,TX,264
Both,Leap Team 2023,238160,,9,99,1168,FL,1564
JobProgress,Partner 65,not found,,4,65,260,Georgia,260
JobProgress,Partner 65,not found,Carpet & Flooring,5,60.5,302.5,CA,302.5
JobProgress,Partner 65,not found,Carpet & Flooring,5,60.5,302.5,NJ,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,TN,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,MS,302.5
JobProgress,Partner 65,not found,,5,65,325,OH,325
Leap,SalesPro Enterprise 2023,not found,Cleaning Services & Supplies,13,122,1586,Ontario,1586
Leap,Premium 2021,not found,Glass Products & Services,2,90,180,CA,180
JobProgress,Partner 65,not found,,4,65,260,TX,260
JobProgress,Leap Team 2023,not found,,7,74,518,Connecticut,518
JobProgress,Partner 65,not found,Furniture,4,65,260,CA,260
JobProgress,Leap Team 2023b,238160,,15,80.2,1203,VA,1203
JobProgress,Partner 65,not found,,7,60.5,423.5,NC,423.5
Leap,Premium 2021,not found,,2,99,198,MA,198
JobProgress,Partner 65,not found,Contractors - Building,10,60.5,605,WA,605
JobProgress,Partner 65,not found,Contractors - Roofing,5,65,325,IN,325
JobProgress,Partner 65,not found,Fences,4,60.5,342,MI,342
JobProgress,Partner 65,not found,Contractors - Roofing,5,65,350,SC,350
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,MD,302.5
Leap,Enterprise 2021,not found,,2,125,250,MD,250
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,PA,302.5
JobProgress,Partner 65,not found,,4,65,260,NJ,260
JobProgress,Partner 65,not found,,4,65,260,LA,260
JobProgress,Partner 65,not found,Contractors - Building,3,60.5,306.5,FL,306.5
Leap,Premium 2021,423310,Glass Products & Services,1,99,99,MI,99
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,GA,302.5
JobProgress,Partner 65,not found,Contractors - Deck & Patio,5,65,325,CO,325
JobProgress,Partner 65,not found,,5,65,325,IN,325
JobProgress,Partner 65,not found,Interior Designers & Decorators,4,60.5,242,NJ,242
JobProgress,Partner 65,not found,,7,60.5,423.5,OH,423.5
Leap,Premium 2021,not found,,1,99,99,FL,99
JobProgress,Partner 65,not found,Contractors - Roofing,4,60.5,242,MD,242
JobProgress,Partner 65,not found,,5,65,325,IL,325
Leap,SalesPro Team 2023,not found,,6,99,594,MD,594
JobProgress,Partner 65,not found,,4,65,260,SC,260
JobProgress,Partner 65,not found,,6,65,390,MD,390
JobProgress,Partner 65,not found,,8,60.5,484,ON,484
JobProgress,Partner 65,not found,,5,65,325,GA,325
Leap,Premium 2021,not found,Contractors - Building,3,99,297,MN,297
Leap,Premium 2021,not found,,3,99,297,VA,297
Both,Premium 2021,not found,Glass Products & Services,3,99,297,TX,744
JobProgress,Partner 65,238160,Contractors - Roofing,5,60.5,302.5,TX,302.5
JobProgress,Partner 65,not found,Fire & Water - Damage & Restoration,7,60.5,423.5,NY,423.5
JobProgress,Partner 65,not found,Contractors - Roofing,5,60.5,302.5,NY,302.5
JobProgress,Partner 65,not found,Contractors - Building,5,50,250,GA,250
Leap,SalesPro Enterprise 2023,not found,,2,129,258,NH,258
Both,Partner 65,not found,,6,65,390,AL,984
Leap,Premium 2021,not found,,1,99,99,KS,99
JobProgress,Partner 65,238160,Contractors - Roofing,5,60.5,302.5,MD,302.5
JobProgress,Partner 65,not found,Contractors - Roofing,2,65,130,GA,130
JobProgress,Leap Team 2023,not found,,5,75,375,MD,375
Both,Partner 65,not found,Contractors - Building,4,65,260,MO,359
JobProgress,Partner 65,not found,,4,65,260,VA,260
